email,current_placement,first_choice,second_choice,third_choice
user708@example.com,Job Shimankana Tabane Hospital,Paarl Hospital,Victoria Hospital,Grey's Hospital
user709@example.com,Job Shimankana Tabane Hospital,Paarl Hospital,Nelson Mandela Academic Hospital,Edenvale Hospital
user710@example.com,Job Shimankana Tabane Hospital,Sebokeng Hospital,Worcester Hospital,Themba Hospital
user711@example.com,Job Shimankana Tabane Hospital,Sebokeng Hospital,Nelson Mandela Academic Hospital,Paarl Hospital
user712@example.com,Job Shimankana Tabane Hospital,Leratong Hospital,Kalafong Hospital,Klerksdorp-Tshepong Tertiary Hospital
user713@example.com,Job Shimankana Tabane Hospital,George Hospital,Sebokeng Hospital,Livingstone Hospital
user714@example.com,Job Shimankana Tabane Hospital,Port Shepstone Hospital,Pelonomi Hospital,Lebowakgomo Hospital
user715@example.com,Job Shimankana Tabane Hospital,Klerksdorp-Tshepong Tertiary Hospital,Sebokeng Hospital,Addington Hospital
user716@example.com,Job Shimankana Tabane Hospital,Robert Mangaliso Sobukwe Hospital,Steve Biko Academic Hospital,Prince Mshiyeni Memorial Hospital
user717@example.com,Job Shimankana Tabane Hospital,Mankweng Hospital,Witbank Hospital,Livingstone Hospital
user718@example.com,Job Shimankana Tabane Hospital,Karl Bremer Hospital,Groote Schuur Hospital,"Ngwelezana Hospital, Empangeni"
user719@example.com,Job Shimankana Tabane Hospital,"Ngwelezana Hospital, Empangeni",Grey's Hospital,Cofimvaba Hospital
user720@example.com,Job Shimankana Tabane Hospital,Rob Ferreira Hospital,Port Shepstone Hospital,Mokopane Hospital
user721@example.com,Job Shimankana Tabane Hospital,Port Shepstone Hospital,Paarl Hospital,Sebokeng Hospital
user722@example.com,Job Shimankana Tabane Hospital,General Justice Gizenga Mpanza Hospital,Port Shepstone Hospital,Witbank Hospital
user723@example.com,Job Shimankana Tabane Hospital,Lebowakgomo Hospital,Grey's Hospital,Worcester Hospital
user724@example.com,Job Shimankana Tabane Hospital,Sebokeng Hospital,Kalafong Hospital,RK Khan Hospital
user725@example.com,Job Shimankana Tabane Hospital,"Ngwelezana Hospital, Empangeni",Leratong Hospital,Robert Mangaliso Sobukwe Hospital
user726@example.com,Job Shimankana Tabane Hospital,Klerksdorp-Tshepong Tertiary Hospital,Rob Ferreira Hospital,Mokopane Hospital
user727@example.com,Job Shimankana Tabane Hospital,Frere Hospital,Grey's Hospital,Bongani Hospital
user728@example.com,Job Shimankana Tabane Hospital,"Ngwelezana Hospital, Empangeni",Worcester Hospital,Pelonomi Hospital
user729@example.com,Job Shimankana Tabane Hospital,George Hospital,Leratong Hospital,Mokopane Hospital
user730@example.com,Job Shimankana Tabane Hospital,Leratong Hospital,Frere Hospital,Steve Biko Academic Hospital
user731@example.com,Job Shimankana Tabane Hospital,Steve Biko Academic Hospital,Mankweng Hospital,Leratong Hospital
user732@example.com,Job Shimankana Tabane Hospital,Leratong Hospital,Chris Hani Baragwanath Hospital,Klerksdorp-Tshepong Tertiary Hospital
user733@example.com,Job Shimankana Tabane Hospital,Tambo Memorial Hospital,"Madadeni Hospital, New Castle",Thelle Mogoerane Regional Hospital
user734@example.com,Job Shimankana Tabane Hospital,Paarl Hospital,George Hospital,Kalafong Hospital
user735@example.com,Job Shimankana Tabane Hospital,Lebowakgomo Hospital,Kalafong Hospital,Paarl Hospital
user736@example.com,Job Shimankana Tabane Hospital,Grey's Hospital,Nelson Mandela Academic Hospital,Livingstone Hospital
user737@example.com,Job Shimankana Tabane Hospital,Port Shepstone Hospital,Themba Hospital,Frere Hospital
user738@example.com,Job Shimankana Tabane Hospital,Worcester Hospital,"Madadeni Hospital, New Castle",Livingstone Hospital
user739@example.com,Job Shimankana Tabane Hospital,Rob Ferreira Hospital,Letaba Hospital,Klerksdorp-Tshepong Tertiary Hospital
user740@example.com,Job Shimankana Tabane Hospital,Paarl Hospital,Worcester Hospital,Klerksdorp-Tshepong Tertiary Hospital
user741@example.com,Job Shimankana Tabane Hospital,Letaba Hospital,Kalafong Hospital,Livingstone Hospital
user742@example.com,Job Shimankana Tabane Hospital,Livingstone Hospital,Leratong Hospital,Port Shepstone Hospital
user743@example.com,Joe Morolong Memorial Hospital,Livingstone Hospital,Grey's Hospital,Leratong Hospital
user744@example.com,Joe Morolong Memorial Hospital,Livingstone Hospital,Grey's Hospital,Paarl Hospital
user745@example.com,Joe Morolong Memorial Hospital,Port Shepstone Hospital,Chris Hani Baragwanath Hospital,Paarl Hospital
user746@example.com,Joe Morolong Memorial Hospital,Port Shepstone Hospital,Robert Mangaliso Sobukwe Hospital,Mokopane Hospital
user747@example.com,Joe Morolong Memorial Hospital,Witbank Hospital,Prince Mshiyeni Memorial Hospital,Klerksdorp-Tshepong Tertiary Hospital
user748@example.com,Kalafong Hospital,Klerksdorp-Tshepong Tertiary Hospital,Mahikeng Provincial Hospital,Grey's Hospital
user749@example.com,Kalafong Hospital,Leratong Hospital,Robert Mangaliso Sobukwe Hospital,George Hospital
user750@example.com,Kalafong Hospital,Frere Hospital,Themba Hospital,Leratong Hospital
user751@example.com,Kalafong Hospital,Leratong Hospital,Nelson Mandela Academic Hospital,King Edward VIII Hospital
user752@example.com,Kalafong Hospital,Livingstone Hospital,Leratong Hospital,Frere Hospital
user753@example.com,Kalafong Hospital,Rob Ferreira Hospital,"Madadeni Hospital, New Castle",King Edward VIII Hospital
user754@example.com,Kalafong Hospital,Prince Mshiyeni Memorial Hospital,Worcester Hospital,General Justice Gizenga Mpanza Hospital
user755@example.com,Kalafong Hospital,Paarl Hospital,Potchefstroom Hospital,Leratong Hospital
user756@example.com,Kalafong Hospital,Letaba Hospital,Mokopane Hospital,Leratong Hospital
user757@example.com,Kalafong Hospital,Job Shimankana Tabane Hospital,Witbank Hospital,Livingstone Hospital
user758@example.com,Kalafong Hospital,Rob Ferreira Hospital,Helen Joseph Hospital,Witbank Hospital
user759@example.com,Kalafong Hospital,Paarl Hospital,Rob Ferreira Hospital,Lebowakgomo Hospital
user760@example.com,Kalafong Hospital,Mahikeng Provincial Hospital,Joe Morolong Memorial Hospital,George Hospital
user761@example.com,Kalafong Hospital,Robert Mangaliso Sobukwe Hospital,Leratong Hospital,George Hospital
user762@example.com,Kalafong Hospital,Witbank Hospital,Rob Ferreira Hospital,George Hospital
user763@example.com,Kalafong Hospital,Rob Ferreira Hospital,"Madadeni Hospital, New Castle",New Somerset Hospital
user764@example.com,Kalafong Hospital,Livingstone Hospital,Nelson Mandela Academic Hospital,George Hospital
user765@example.com,Kalafong Hospital,Chris Hani Baragwanath Hospital,Port Shepstone Hospital,Job Shimankana Tabane Hospital
user766@example.com,Kalafong Hospital,Charlotte Maxeke Hospital,Paarl Hospital,Frere Hospital
user767@example.com,Kalafong Hospital,Leratong Hospital,Frere Hospital,George Hospital
user768@example.com,Kalafong Hospital,Ermelo Hospital,Leratong Hospital,Port Shepstone Hospital
user769@example.com,Kalafong Hospital,Paarl Hospital,Lebowakgomo Hospital,Pelonomi Hospital
user770@example.com,Kalafong Hospital,Prince Mshiyeni Memorial Hospital,Pietersburg Hospital,Mahikeng Provincial Hospital
user771@example.com,Kalafong Hospital,General Justice Gizenga Mpanza Hospital,Frere Hospital,Boitumelo Hospital
user772@example.com,Kalafong Hospital,Livingstone Hospital,Charlotte Maxeke Hospital,Grey's Hospital
user773@example.com,Kalafong Hospital,Job Shimankana Tabane Hospital,George Hospital,"Madadeni Hospital, New Castle"
user774@example.com,Kalafong Hospital,Frere Hospital,Mahikeng Provincial Hospital,Pietersburg Hospital
user775@example.com,Kalafong Hospital,Job Shimankana Tabane Hospital,Leratong Hospital,SAMHS 1 Military Hospital
user776@example.com,Kalafong Hospital,Klerksdorp-Tshepong Tertiary Hospital,Leratong Hospital,Sebokeng Hospital
user777@example.com,Kalafong Hospital,George Hospital,General Justice Gizenga Mpanza Hospital,Livingstone Hospital
user778@example.com,Kalafong Hospital,Edenvale Hospital,Paarl Hospital,Klerksdorp-Tshepong Tertiary Hospital
user779@example.com,Kalafong Hospital,Mitchells Plain Hospital,Mahikeng Provincial Hospital,Helen Joseph Hospital
user780@example.com,Kalafong Hospital,Robert Mangaliso Sobukwe Hospital,Mitchells Plain Hospital,Themba Hospital
user781@example.com,Kalafong Hospital,Leratong Hospital,Paarl Hospital,Sebokeng Hospital
user782@example.com,Kalafong Hospital,Klerksdorp-Tshepong Tertiary Hospital,Port Shepstone Hospital,Frere Hospital
user783@example.com,Kalafong Hospital,Port Shepstone Hospital,Sebokeng Hospital,Dr George Mukhari Hospital
user784@example.com,Karl Bremer Hospital,Livingstone Hospital,"Madadeni Hospital, New Castle",Witbank Hospital
user785@example.com,Karl Bremer Hospital,Klerksdorp-Tshepong Tertiary Hospital,Job Shimankana Tabane Hospital,Paarl Hospital
user786@example.com,Karl Bremer Hospital,Kalafong Hospital,Livingstone Hospital,Rob Ferreira Hospital
user787@example.com,Karl Bremer Hospital,Klerksdorp-Tshepong Tertiary Hospital,George Hospital,Worcester Hospital
user788@example.com,Karl Bremer Hospital,"Madadeni Hospital, New Castle",Leratong Hospital,Port Shepstone Hospital
user789@example.com,Karl Bremer Hospital,Leratong Hospital,Prince Mshiyeni Memorial Hospital,Nelson Mandela Academic Hospital
user790@example.com,Karl Bremer Hospital,Pietersburg Hospital,Dihlabeng Hospital,Frere Hospital
user791@example.com,Karl Bremer Hospital,Frere Hospital,Grey's Hospital,Rob Ferreira Hospital
user792@example.com,Karl Bremer Hospital,Frere Hospital,Dr George Mukhari Hospital,Port Shepstone Hospital
user793@example.com,Karl Bremer Hospital,Port Shepstone Hospital,Nelson Mandela Academic Hospital,Witbank Hospital
user794@example.com,Karl Bremer Hospital,Livingstone Hospital,General Justice Gizenga Mpanza Hospital,Paarl Hospital
user795@example.com,Karl Bremer Hospital,Leratong Hospital,Port Shepstone Hospital,Job Shimankana Tabane Hospital
user796@example.com,Karl Bremer Hospital,Mankweng Hospital,Chris Hani Baragwanath Hospital,Grey's Hospital
user797@example.com,Karl Bremer Hospital,Grey's Hospital,Khayelitsha Hospital,Mapulaneng Hospital
user798@example.com,Karl Bremer Hospital,Paarl Hospital,Tshilidzine Hospital,Worcester Hospital
user799@example.com,Karl Bremer Hospital,Port Shepstone Hospital,New Somerset Hospital,Frere Hospital
user800@example.com,Karl Bremer Hospital,Robert Mangaliso Sobukwe Hospital,Potchefstroom Hospital,Paarl Hospital
user801@example.com,Karl Bremer Hospital,Prince Mshiyeni Memorial Hospital,Kalafong Hospital,Rob Ferreira Hospital
user802@example.com,Khayelitsha Hospital,Frere Hospital,Mokopane Hospital,Ermelo Hospital
user803@example.com,Khayelitsha Hospital,Prince Mshiyeni Memorial Hospital,Grey's Hospital,Livingstone Hospital
user804@example.com,Khayelitsha Hospital,Ermelo Hospital,George Hospital,Job Shimankana Tabane Hospital
user805@example.com,Khayelitsha Hospital,Themba Hospital,Witbank Hospital,Steve Biko Academic Hospital
user806@example.com,Khayelitsha Hospital,Frere Hospital,Leratong Hospital,Themba Hospital
user807@example.com,Khayelitsha Hospital,General Justice Gizenga Mpanza Hospital,George Hospital,Pelonomi Hospital
user808@example.com,Khayelitsha Hospital,Paarl Hospital,Sebokeng Hospital,Mahikeng Provincial Hospital
user809@example.com,Khayelitsha Hospital,Job Shimankana Tabane Hospital,Livingstone Hospital,Leratong Hospital
user810@example.com,Khayelitsha Hospital,Nelson Mandela Academic Hospital,George Hospital,Dr George Mukhari Hospital
user811@example.com,Khayelitsha Hospital,Klerksdorp-Tshepong Tertiary Hospital,Job Shimankana Tabane Hospital,Leratong Hospital
user812@example.com,Khayelitsha Hospital,Thelle Mogoerane Regional Hospital,Grey's Hospital,Letaba Hospital
user813@example.com,Khayelitsha Hospital,Job Shimankana Tabane Hospital,Klerksdorp-Tshepong Tertiary Hospital,Robert Mangaliso Sobukwe Hospital
user814@example.com,Khayelitsha Hospital,Victoria Hospital,Frere Hospital,George Hospital
user815@example.com,Khayelitsha Hospital,Themba Hospital,General Justice Gizenga Mpanza Hospital,Leratong Hospital
user816@example.com,Khayelitsha Hospital,Rob Ferreira Hospital,Grey's Hospital,Livingstone Hospital
user817@example.com,Khayelitsha Hospital,Groote Schuur Hospital,Steve Biko Academic Hospital,Pietersburg Hospital
user818@example.com,Khayelitsha Hospital,Prince Mshiyeni Memorial Hospital,Worcester Hospital,Pelonomi Hospital
user819@example.com,Khayelitsha Hospital,Thelle Mogoerane Regional Hospital,Nelson Mandela Academic Hospital,Sebokeng Hospital
user820@example.com,King Edward VIII Hospital,Pholosong Hospital,Job Shimankana Tabane Hospital,Witbank Hospital
user821@example.com,King Edward VIII Hospital,Job Shimankana Tabane Hospital,Rob Ferreira Hospital,Witbank Hospital
user822@example.com,King Edward VIII Hospital,Potchefstroom Hospital,Witbank Hospital,George Hospital
user823@example.com,King Edward VIII Hospital,Paarl Hospital,Sebokeng Hospital,Frere Hospital
user824@example.com,King Edward VIII Hospital,Chris Hani Baragwanath Hospital,Klerksdorp-Tshepong Tertiary Hospital,Rob Ferreira Hospital
user825@example.com,King Edward VIII Hospital,Nelson Mandela Academic Hospital,Livingstone Hospital,Groote Schuur Hospital
user826@example.com,King Edward VIII Hospital,General Justice Gizenga Mpanza Hospital,Grey's Hospital,Nelson Mandela Academic Hospital
user827@example.com,King Edward VIII Hospital,Rob Ferreira Hospital,Helen Joseph Hospital,General Justice Gizenga Mpanza Hospital
user828@example.com,King Edward VIII Hospital,Letaba Hospital,General Justice Gizenga Mpanza Hospital,"Ngwelezana Hospital, Empangeni"
user829@example.com,King Edward VIII Hospital,Witbank Hospital,Themba Hospital,Mahikeng Provincial Hospital
user830@example.com,King Edward VIII Hospital,Job Shimankana Tabane Hospital,Sebokeng Hospital,Klerksdorp-Tshepong Tertiary Hospital
user831@example.com,King Edward VIII Hospital,George Hospital,Paarl Hospital,Helderberg Hospital
user832@example.com,King Edward VIII Hospital,Leratong Hospital,Livingstone Hospital,Kalafong Hospital
user833@example.com,King Edward VIII Hospital,Mokopane Hospital,Paarl Hospital,Livingstone Hospital
user834@example.com,King Edward VIII Hospital,Robert Mangaliso Sobukwe Hospital,Groote Schuur Hospital,Potchefstroom Hospital
user835@example.com,King Edward VIII Hospital,Paarl Hospital,Worcester Hospital,Rob Ferreira Hospital
user836@example.com,King Edward VIII Hospital,Robert Mangaliso Sobukwe Hospital,Grey's Hospital,Paarl Hospital
user837@example.com,King Edward VIII Hospital,Klerksdorp-Tshepong Tertiary Hospital,Grey's Hospital,Witbank Hospital
user838@example.com,King Edward VIII Hospital,Frere Hospital,Far East Rand Hospital,Paarl Hospital
user839@example.com,King Edward VIII Hospital,Themba Hospital,Mahikeng Provincial Hospital,Sebokeng Hospital
user840@example.com,King Edward VIII Hospital,Pietersburg Hospital,Leratong Hospital,Thelle Mogoerane Regional Hospital
user841@example.com,King Edward VIII Hospital,Victoria Hospital,Livingstone Hospital,Joe Morolong Memorial Hospital
user842@example.com,King Edward VIII Hospital,Klerksdorp-Tshepong Tertiary Hospital,Sebokeng Hospital,Pietersburg Hospital
user843@example.com,King Edward VIII Hospital,Edenvale Hospital,Leratong Hospital,Sebokeng Hospital
user844@example.com,King Edward VIII Hospital,Nelson Mandela Academic Hospital,Klerksdorp-Tshepong Tertiary Hospital,"Ngwelezana Hospital, Empangeni"
user845@example.com,King Edward VIII Hospital,Leratong Hospital,Ladysmith Hospital,Rob Ferreira Hospital
user846@example.com,King Edward VIII Hospital,Potchefstroom Hospital,Mankweng Hospital,Mapulaneng Hospital
user847@example.com,King Edward VIII Hospital,Ladysmith Hospital,Charlotte Maxeke Hospital,Rob Ferreira Hospital
user848@example.com,King Edward VIII Hospital,Livingstone Hospital,Grey's Hospital,Klerksdorp-Tshepong Tertiary Hospital
user849@example.com,King Edward VIII Hospital,Paarl Hospital,Port Shepstone Hospital,Witbank Hospital
user850@example.com,King Edward VIII Hospital,Witbank Hospital,Leratong Hospital,Ladysmith Hospital
user851@example.com,King Edward VIII Hospital,Lebowakgomo Hospital,Robert Mangaliso Sobukwe Hospital,Nelson Mandela Academic Hospital
user852@example.com,King Edward VIII Hospital,Victoria Hospital,Sebokeng Hospital,Tembisa Hospital
user853@example.com,King Edward VIII Hospital,Port Shepstone Hospital,Sebokeng Hospital,Rob Ferreira Hospital
user854@example.com,King Edward VIII Hospital,George Hospital,Dr George Mukhari Hospital,Worcester Hospital
user855@example.com,King Edward VIII Hospital,Mitchells Plain Hospital,Ermelo Hospital,Ladysmith Hospital
user856@example.com,King Edward VIII Hospital,Worcester Hospital,Ermelo Hospital,"Ngwelezana Hospital, Empangeni"
user857@example.com,King Edward VIII Hospital,Livingstone Hospital,Boitumelo Hospital,Leratong Hospital
user858@example.com,King Edward VIII Hospital,Worcester Hospital,Frere Hospital,"Ngwelezana Hospital, Empangeni"
user859@example.com,King Edward VIII Hospital,Ladysmith Hospital,General Justice Gizenga Mpanza Hospital,Witbank Hospital
